k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.309911;9.396489;0.067874;0.137366;3.720159;0.019886;0.938935;0.756639;0.214175;0.012756;0.106824;6.566162;0.048608;2.107992;37.790897;0.009504;0.025481;
10;2.070073;10.591263;0.084203;0.195471;6.237045;0.031802;1.658691;1.300332;0.415000;0.018094;0.177002;12.609505;0.059318;2.794316;77.158975;0.011838;0.035312;
100;2.125354;11.349213;0.089668;0.214259;7.082090;0.031799;1.652023;1.240134;0.398702;0.025271;0.210057;27.335765;0.070084;4.098408;85.455951;0.013548;0.035265;
1000;2.342048;18.178961;0.093571;0.222206;7.143349;0.031352;1.617184;1.292842;0.412916;0.028439;0.347653;28.659794;0.101633;8.665785;89.693485;0.011912;0.034244;
