k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;8.98826;1.70122;0.389166;0.937643;26.1578;;;0.02779;;0.114448;12.0143;38.6487;0.980125;56.816;;;;
10;8.64425;1.64544;0.386437;0.83259;52.859;;;0.028255;;0.11639;12.5165;37.6289;0.97528;59.8524;;;;
100;9.02516;1.7628;0.393947;0.848789;53.1473;;;0.029204;;0.132757;16.7358;38.4745;1.11691;65.6649;;;;
1000;11.5536;2.92772;0.454359;1.08279;53.0982;;;0.033788;;0.182451;51.2761;39.5106;1.50717;106.572;;;;
