k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.262679;5.445290;0.056712;0.812990;69.526600;0;0;0.011722;0;0.009024;1.980790;38.182395;0.050261;51.287530;0;0;0
10;5.303611;5.315101;0.096082;0.962873;78.261967;0;0;0.015591;0;0.028904;11.175300;54.714735;0.094670;53.129698;0;0;0
100;8.491091;5.483851;0.171498;1.241074;77.874167;0;0;0.024728;0;0.079980;35.315200;93.570300;0.325722;92.755629;0;0;0
1000;16.443058;5.846524;0.404093;1.855631;77.992167;0;0;0.041189;0;0.207146;63.375300;169.777900;1.077546;133.468388;0;0;0
