k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.404236;6.133248;0.076706;1.054503;78.151400;0;0;0.012022;0;0.014636;2.228780;45.602105;0.059946;58.517693;0;0;0;
10;6.390052;5.706545;0.117277;0.980916;87.962100;0;0;0.016045;0;0.036918;12.040900;58.551125;0.120963;60.272623;0;0;0;
100;9.708382;6.555120;0.211202;1.378115;90.328867;0;0;0.025466;0;0.094872;38.729000;106.495000;0.361686;107.992582;0;0;0;
1000;19.212234;6.545042;0.420355;1.894289;77.780633;0;0;0.041254;0;0.207253;63.758200;172.244600;1.080521;133.748110;0;0;0;
