k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;45.8454;87.3821;1.16514;5.25445;77.2918;17.0869;41.3728;24.1961;12.5121;0.242619;5.34726;76.6094;1.86536;81.9851;437.811;0.111713;0.660335;
10;55.1922;97.7578;1.19161;5.34721;82.0636;17.0869;39.0709;26.4103;14.2445;0.303405;4.58975;166.639;2.00504;81.5123;589.301;0.123088;0.642128;
100;53.0246;100.429;1.21852;5.56746;82.6199;17.0869;38.1642;23.4687;12.7285;0.30684;5.60449;158.368;2.11896;
