k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;7.549277;53.655310;0.070607;0.647788;18.689617;0.096513;5.802983;3.293424;1.812775;0.019277;0.427411;61.061570;0.031916;8.659835;264.150619;0.017145;0.070737
10;8.011034;60.639059;0.103857;0.815113;21.222536;0.136089;7.149000;4.886025;1.891737;0.038465;0.800157;95.170242;0.071675;13.608859;345.556078;0.022500;0.081515
100;8.314121;63.983775;0.129792;0.876662;28.630058;0.138822;7.021717;4.939711;1.878555;0.057589;0.996022;109.412947;0.137712;21.119116;357.540547;0.023071;0.085725
1000;8.255924;67.754802;0.168675;0.888589;28.668921;0.137092;7.095265;4.781606;1.872513;0.069032;1.325905;112.144481;0.213190;24.477368;365.739334;0.023146;0.087575
