k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.878201;4.768134;0.027025;0.103859;1.942726;0.025613;0.707084;0.539526;0.212927;0.009590;0.055877;6.980421;0.012712;0.963295;27.684066;0.014669;0.031401;
10;0.996736;5.229205;0.039712;0.121374;2.444497;0.027071;0.768508;0.550845;0.219178;0.016626;0.108196;10.988200;0.024111;1.640299;38.807394;0.016865;0.031501;
100;1.067874;6.078855;0.048885;0.130603;3.056190;0.027487;0.757698;0.559770;0.227835;0.022428;0.161170;12.042862;0.042384;2.937142;40.627874;0.017520;0.033665;
1000;1.147300;6.493199;0.065248;0.135247;3.067696;0.028659;0.770506;0.573538;0.220756;0.025305;0.194586;12.397105;0.060198;3.698058;41.286831;0.017608;0.032955;
