k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;5.26131;56.6493;0.067722;0.696157;21.9582;0.135606;6.19489;4.20745;1.69611;0.0227544;0.619275;791.904;0.0505116;7.36901;913.938;0.0182452;0.0726023;
10;6.98481;62.1445;0.117601;0.785841;23.9083;0.13444;6.50493;4.42051;1.75377;0.0402335;0.828101;835.932;0.0878827;12.7098;1101.93;0.0206701;0.0790862;
100;7.59449;63.7535;0.141586;0.832747;26.8416;0.134051;6.49728;4.42947;1.76612;0.0558321;1.07809;835.423;0.157114;18.731;1170.98;0.0214471;0.0810561;
1000;7.84525;63.8456;0.173572;0.851277;27.0756;0.133077;6.50909;4.40095;1.75528;0.0671893;1.24743;840.406;0.237582;22.2865;1203.52;0.0208169;0.0809431;
