k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;5.717611;4.164285;0.095081;0.786715;46.679563;0;0;0.013706;0;0.022815;2.983930;68.099050;0.127794;55.236743;0;0;0
10;7.398824;4.332284;0.113086;0.849633;50.205667;0;0;0.017099;0;0.061980;11.535000;142.135050;0.235583;59.454159;0;0;0
100;10.512833;4.264492;0.207398;1.220643;49.411700;0;0;0.028020;0;0.094951;24.578600;199.691650;0.572914;83.532597;0;0;0
1000;14.257462;4.625262;0.426258;1.683121;44.818133;0;0;0.047334;0;0.177993;30.611300;197.457050;0.987474;88.178045;0;0;0
