k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.949914;3.816009;0.077510;0.686350;42.171803;0;0;0.013878;0;0.018236;2.482750;62.920145;0.127329;50.259774;0;0;0
10;6.403125;3.774056;0.109610;0.812141;43.934170;0;0;0.017405;0;0.043938;9.834680;126.813400;0.197578;52.727358;0;0;0
100;9.226224;3.900677;0.190387;1.007243;44.000380;0;0;0.028211;0;0.095281;22.223200;173.194100;0.469190;74.306340;0;0;0
1000;13.115100;4.171709;0.348506;1.395507;44.486157;0;0;0.047669;0;0.180312;30.662000;196.579750;1.001437;87.815565;0;0;0
