k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;5.15945;4.25276;0.391878;1.37925;43.5366;0.046834;0.177024;30.4252;195.085;0.931568;87.4664;
10;4.78548;4.13755;0.343262;1.36923;43.3936;0.049024;0.17479;30.393;195.092;0.930392;87.4697;
100;4.80015;4.1256;0.342184;1.38324;43.3511;0.04689;0.175567;30.348;195.705;0.939867;87.4258;
1000;4.79587;4.1417;0.350796;1.37089;42.9304;0.04685;0.175953;30.5355;195.757;0.932446;87.3656;
