k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.293997;0.987130;0.034164;0.186145;12.060447;0;0;0.010678;0;0.008241;0.430699;9.281790;0.038455;13.996712;0;0;0;
10;1.715011;0.977565;0.049650;0.234431;13.037603;0;0;0.013861;0;0.020089;2.384050;22.725020;0.062533;14.891243;0;0;0;
100;2.738703;1.013009;0.083859;0.294333;13.111543;0;0;0.022830;0;0.043253;7.173300;34.482665;0.160841;23.857381;0;0;0;
1000;4.204518;1.115139;0.157142;0.439151;13.000847;0;0;0.040893;0;0.083803;11.444500;40.148035;0.367927;30.279287;0;0;0;
