k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.025579;0.031073;0.000444;0.046633;2.081895;0;0;0.000389;0;0.000285;0.000440;0.056014;0.003436;9.562195;0;0;0
10;0.028902;0.037335;0.001344;0.089179;29.130603;0;0;0.000458;0;0.001870;0.001233;0.056976;0.005247;9.916115;0;0;0
100;0.100371;0.403423;0.009128;0.136559;29.423927;0;0;0.001412;0;0.059362;0.284833;0.245184;0.018678;26.075186;0;0;0
1000;0.795138;1.445561;0.058926;0.233303;29.344273;0;0;0.010805;0;0.113167;23.729100;1.856572;0.234601;36.939854;0;0;0
