k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.019391;0.112436;0.001010;0.057653;0.376392;0;0;0.000395;0;0.000833;0.001423;0.029300;0.001900;2.918523;0;0;0
10;0.020818;0.112161;0.001575;0.082855;24.387060;0;0;0.000433;0;0.001770;0.004867;0.367156;0.002397;3.268734;0;0;0
100;0.058096;0.139768;0.007209;0.089310;24.545853;0;0;0.000890;0;0.013193;0.099095;5.515830;0.011346;17.262503;0;0;0
1000;0.560861;0.442402;0.045732;0.186109;24.459667;0;0;0.006205;0;0.031875;20.183200;15.276400;0.144423;27.099167;0;0;0
