k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;20133;105537;999;49950;342128;0;0;24;0;986;613;14858;2965;3623342;0;0;0
10;22415;105684;1975;68378;22077416;0;0;76;0;2815;2845;187708;3894;4034143;0;0;0
100;73245;131696;11211;74976;22126483;0;0;677;0;22087;63889;2833439;20708;21519445;0;0;0
1000;692328;427632;73411;181196;22126483;0;0;7385;0;54874;22231286;7893056;259273;32959538;0;0;0
