k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.010783;0.051300;0.001042;0.031655;0.193987;0;0;0.000397;0;0.000641;0.001112;0.013616;0.001404;1.623827;0;0;0;
10;0.011708;0.051416;0.001255;0.043447;12.474883;0;0;0.000472;0;0.001269;0.003326;0.161549;0.001784;1.765787;0;0;0;
100;0.032758;0.064330;0.005321;0.048566;14.210767;0;0;0.000909;0;0.008609;0.060503;2.638843;0.010118;10.775459;0;0;0;
1000;0.325892;0.222845;0.032465;0.118790;14.547880;0;0;0.005968;0;0.021626;12.430000;7.810070;0.095528;16.467009;0;0;0;
